source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Akash Podishetti,"Stocks in news: Infosys, Cipla, Meesho, Suzlon Energy, IndiGo, NTPC",Markets extended their losing streak for a fourth consecutive session. Infosys reported a 12% year-on-year profit growth in its first quarter. Cipla's net profit fell 39% due to weakness in its North America business. IndiGo reported a loss of Rs 238 crore in…,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-infosys-cipla-meesho-suzlon-energy-indigo-ntpc/articleshow/132594284.cms,"https://img.etimg.com/thumb/msid-132594280,width-1200,height-630,imgsize-95072,overlay-etmarkets/articleshow.jpg",2026-07-24T01:05:02Z,"Markets remained under pressure on Thursday, extending their losing streak for the fourth consecutive session amid persistent geopolitical concerns. Technically, analysts say the Nifty has once again… [+2590 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ranjit Shinde,India's IT giants grapple with weak growth despite resilient deal momentum,"Infosys reported results below expectations, impacting its stock performance negatively.  Other major IT companies also showed weak revenue growth in dollar terms.  AI-driven sales are gaining traction, though still on a small base.  Profitability varied acro…",https://economictimes.indiatimes.com/markets/stocks/earnings/indias-it-giants-grapple-with-weak-growth-despite-resilient-deal-momentum/articleshow/132594084.cms,"https://img.etimg.com/thumb/msid-132594055,width-1200,height-630,imgsize-26662,overlay-etmarkets/articleshow.jpg",2026-07-24T00:04:59Z,ET Intelligence Group: The performance of Infosys in the June quarter was marginally below expectations on both revenue and profit fronts in terms of dollar as well as rupee terms. The company also l… [+2258 chars]
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",The Times Of India,"Infosys trims FY27 guidance, Q1 y-o-y revenue up 2.8% to $5 billion",Infosys trims FY27 revenue growth guidance to 1.5%-3% after Q1 revenue rises 2.8% YoY to $5B; shares fall as macro uncertainty persists.,https://timesofindia.indiatimes.com/city/bengaluru/infosys-trims-fy27-guidance-q1-y-o-y-revenue-up-2-8-to-5-billion/articleshow/132590542.cms,"https://static.toiimg.com/thumb/msid-132590541,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-07-23T18:41:49Z,"Follow Us On Social Media
Copyright © 2026 Bennett, Coleman &amp; Co. Ltd. All rights reserved. For reprint rights: Times Syndication Service"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Infosys headcount falls by 532 employees in June quarter,"The Bengaluru-headquartered company said it hired over 4,000 college graduates in the just-concluded quarter. Overall, it plans to recruit 20,000 college graduates this fiscal, similar to the previous year.",https://economictimes.indiatimes.com/tech/information-tech/infosys-headcount-falls-by-532-employees-in-june-quarter/articleshow/132588803.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-54841,resizemode-75,msid-132588803/tech/information-tech/infosys-headcount-falls-by-532-employees-in-june-quarter.jpg",2026-07-23T17:36:29Z,"Indian IT services company Infosys saw its employee count drop sequentially by 532 in the first quarter, with the total workforce tally at 3,28,062.The Bengaluru-headquartered company said it hired o… [+2119 chars]"
"{'id': None, 'name': 'Livemint'}",Jas Bardia,"Infosys clocks weakest Q1 in six years, picks Dash for CEO","Bengaluru-based Infosys marked a slow start to the fiscal year, even though it met analysts' expectations and outperformed three of its four large rivals. The company clocked $5.08 billion in revenue in the June quarter, up 0.83% sequentially and 2.8% on a ye…",https://www.livemint.com/companies/infosys-announces-ashiss-kumar-dash-as-ceodesignate-11784813368396.html,https://www.livemint.com/lm-img/img/2026/07/23/1600x900/logo/ashiss-kumar-dash_1784825688674_1784825694540_16d1c2fa-5373-47e4-9f2f-bfae19e1c3f1_1784825953628_e7b3ccab-2d37-4054-be7f-4f85fd67da7d.jpg,2026-07-23T16:59:55Z,"Infosys has bet on a tried-and-tested veteran to steer the company through turbulent times, even as it reported its weakest June quarter in six years. India's second-largest IT services firm on Thurs… [+6103 chars]"
"{'id': None, 'name': 'BusinessLine'}","KS Badri Narayanan, Madhu Balaji, Team BL","Q1 Results Today Highlights: Infosys, Airtel Africa, PVR INOX post strong numbers; IndiGo, Cipla and Meesho deliver mixed results","Q1 Results Today Highlights, 23rd July 2026: Get real-time Q1 FY27 earnings updates, profit growth, revenue numbers and management outlook of Infosys, IndiGo, Cipla, PVR INOX, Mphasis, IEX, Meesho, Cyient, Vishal Mega Mart, Coromandel International and more t…",https://www.thehindubusinessline.com/markets/fy27-q1-results-today-highlights-infosys-indigo-mphasis-vishal-mega-mart-cipla-meesho-cyient-pvr-inox-nestle-adani-power-adani-green-tata-comm-eternal-indusind-dr-reddy-q1-results-live-23-july-2026/article71252790.ece,https://bl-i.thgim.com/public/incoming/andrif/article71252789.ece/alternates/LANDSCAPE_1200/PO30_Charts.jpg,2026-07-23T15:45:23Z,"<li></li>
July 23, 2026 21:09Airtel Africa Q1 profit after tax rises 27 pc to USD 198 million
Airtel Africa, Bharti Airtels African arm, has posted a 27 per cent increase in profit after tax to USD… [+28025 chars]"
"{'id': None, 'name': 'BusinessLine'}",Sanjana B,"Infosys veteran Ashiss Kumar Dash is its CEO-designate, to take over from April 1, 2027","Dash will succeed Salil Parekh as the company’s Managing Director and CEO, following the completion of the latter’s second term",https://www.thehindubusinessline.com/companies/infosys-veteran-ashiss-kumar-dash-is-its-ceo-designate-to-take-over-from-april-1-2027/article71258026.ece,https://bl-i.thgim.com/public/incoming/wz960y/article71258698.ece/alternates/LANDSCAPE_1200/Dash.jpeg,2026-07-23T14:46:46Z,"Infosys has appointed Ashiss Kumar Dash, who is currently the global head of a diverse business portfolio comprising multiple industry verticals, as CEO-designate. Dash will succeed Salil Parekh as t… [+3635 chars]"
"{'id': None, 'name': 'BusinessLine'}",Sanjana B,"Infosys Q1 profit slips 8.6% QoQ to ₹7,769 crore","Infosys narrowed its FY27 growth outlook as AI revenue rose to 8.2%, large deal wins reached $3.6 billion, and the company retained its hiring plans.",https://www.thehindubusinessline.com/info-tech/infosys-q1-profit-slips-86-qoq-to-7769-crore/article71258432.ece,https://bl-i.thgim.com/public/incoming/lwq56y/article71258563.ece/alternates/LANDSCAPE_1200/2026-07-23T125312Z_1275632991_RC2NJMAQ771J_RTRMADP_3_INFOSYS-INDIA.JPG,2026-07-23T14:17:37Z,"Infosys entered FY27 on a cautious note, moderating its constant currency revenue growth guidance to 1.53 per cent and lowering the upper end of its earlier forecast. In the June quarter of FY27, rev… [+4206 chars]"
"{'id': None, 'name': 'BusinessLine'}",cuelive,Infosys: AI Revenues at 8.2% in Q1; Resilient Operating Margin of 21.1%,Infosys: AI Revenues at 8.2% in Q1; Resilient Operating Margin of 21.1%,https://www.thehindubusinessline.com/brandhub/pr-release/infosys-ai-revenues-at-82-in-q1-resilient-operating-margin-of-211/article71258469.ece,https://bl-i.thgim.com/public/incoming/o0weig/article71258468.ece/alternates/LANDSCAPE_1200/Infosys-Navigate-your-next-Logo.jpg,2026-07-23T14:00:52Z,"Strong Large Deal Wins at $3.6 Billion with 61% Net New; Robust Free Cash Flow of $0.96 Billion
FY27 Revenue Guidance Revised to 1.5%-3.0%, Margin guidance Retained at 20%-22%
BENGALURU, India , Ju… [+22950 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"Who is Ashiss Kumar Dash, Infosys CEO-designate & fitness enthusiast from IIT Kharagpur who spent nearly 3 decades at Infy before reaching the top?","Infosys has appointed Ashiss Kumar Dash as its next Chief Executive Officer. He will officially assume the role of Managing Director and CEO on April 1, 2027, succeeding Salil Parekh after the completion of his second term. With more than three decades of exp…",https://economictimes.indiatimes.com/news/new-updates/who-is-ashiss-kumar-dash-infosys-ceo-designate-fitness-enthusiast-from-iit-kharagpur-who-spent-nearly-3-decades-at-infy-before-reaching-the-top/articleshow/132583693.cms,"https://img.etimg.com/thumb/msid-132583840,width-1200,height-630,imgsize-502013,overlay-economictimes/articleshow.jpg",2026-07-23T13:55:30Z,"Infosys has named company veteran Ashiss Kumar Dash as its next Chief Executive Officer, marking a major leadership transition at one of India's largest IT services firms. The board has appointed Das… [+3679 chars]"
